date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2020-02-26,8,3,0.0,11.2,2,15,08:51 AM,09:13 PM,07:00 AM,06:23 PM,-8,1,6,1,31,0,38,0.0,1029,8,10,334,24,76019
2020-02-27,14,5,0.0,11.6,3,23,09:20 AM,10:07 PM,06:59 AM,06:24 PM,-4,7,9,7,16,2,39,0.0,1027,14,10,204,13,76019
2020-02-28,19,11,0.0,11.6,5,30,09:49 AM,11:01 PM,06:58 AM,06:24 PM,2,14,14,14,8,1,45,0.0,1028,19,10,153,6,76019
2020-02-29,20,11,0.0,11.6,4,38,10:19 AM,11:57 PM,06:57 AM,06:25 PM,4,14,15,14,28,51,49,0.0,1023,20,10,193,19,76019
2020-03-01,21,14,0.0,10.2,4,44,10:53 AM,No moonset,06:55 AM,06:26 PM,12,16,18,16,42,32,72,0.0,1011,21,10,194,30,76019
2020-03-02,22,17,0.0,8.7,4,51,11:32 AM,12:54 AM,06:54 AM,06:27 PM,16,19,20,19,32,50,82,3.2,1007,22,10,204,21,76019
2020-03-03,17,14,0.0,8.7,4,58,12:16 PM,01:53 AM,06:53 AM,06:28 PM,9,16,16,16,19,54,63,5.3,1010,17,10,57,14,76019
2020-03-04,13,10,0.0,5.9,3,65,01:08 PM,02:51 AM,06:52 AM,06:28 PM,10,10,12,10,39,94,84,99.8,1013,13,7,58,29,76019
2020-03-05,22,10,0.0,11.6,4,73,02:07 PM,03:49 AM,06:51 AM,06:29 PM,6,15,16,15,16,20,55,4.2,1023,22,10,214,12,76019
2020-03-06,18,13,0.0,11.6,5,80,03:12 PM,04:43 AM,06:49 AM,06:30 PM,1,15,16,15,14,10,37,0.0,1032,18,10,64,11,76019
2020-03-07,16,10,0.0,10.2,3,87,04:21 PM,05:34 AM,06:48 AM,06:31 PM,3,11,13,11,21,42,50,0.0,1030,16,10,152,15,76019
2020-03-08,16,10,0.0,5.9,3,95,05:33 PM,06:19 AM,06:47 AM,06:31 PM,8,11,13,11,30,71,73,0.1,1025,16,10,171,20,76019
2020-03-09,21,15,0.0,5.9,4,100,06:45 PM,07:00 AM,06:46 AM,06:32 PM,14,18,18,18,40,87,81,3.1,1020,21,9,193,27,76019
2020-03-10,26,17,0.0,10.2,5,100,07:56 PM,07:39 AM,06:44 AM,06:33 PM,17,21,22,21,22,49,79,0.5,1021,26,9,185,15,76019
2020-03-11,27,19,0.0,11.6,5,84,09:06 PM,08:16 AM,06:43 AM,06:34 PM,17,24,24,23,29,51,72,2.0,1015,27,10,214,20,76019
2020-03-12,30,20,0.0,10.2,6,76,10:15 PM,08:53 AM,06:42 AM,06:34 PM,17,25,25,24,29,58,65,3.3,1009,30,10,197,21,76019
2020-03-13,19,11,0.0,6.0,4,69,11:24 PM,09:32 AM,06:40 AM,06:35 PM,16,17,18,17,26,92,84,40.8,1016,19,8,92,18,76019
2020-03-14,25,14,0.0,7.4,5,62,No moonrise,10:14 AM,06:39 AM,06:36 PM,18,22,22,21,31,70,82,4.4,1018,25,10,177,21,76019
2020-03-15,22,18,0.0,6.0,4,55,12:30 AM,10:59 AM,06:38 AM,06:37 PM,17,20,21,20,17,95,86,15.7,1022,22,9,84,11,76019
2020-03-16,22,16,0.0,6.0,4,47,01:33 AM,11:48 AM,06:36 AM,06:37 PM,17,19,20,19,24,91,88,25.3,1020,22,7,135,16,76019
2020-03-17,23,17,0.0,6.0,5,40,02:30 AM,12:41 PM,06:35 AM,06:38 PM,17,20,21,20,22,92,84,2.2,1018,23,10,142,15,76019
2020-03-18,25,20,0.0,7.4,5,33,03:23 AM,01:37 PM,06:34 AM,06:39 PM,18,23,23,22,40,70,79,34.1,1014,25,7,191,24,76019
2020-03-19,27,20,0.0,10.2,5,25,04:08 AM,02:33 PM,06:33 AM,06:40 PM,15,24,24,23,37,57,66,5.9,1013,27,9,211,26,76019
2020-03-20,18,13,0.0,10.2,4,18,04:49 AM,03:30 PM,06:31 AM,06:40 PM,7,16,17,16,24,38,54,0.1,1023,18,10,117,18,76019
2020-03-21,15,10,0.0,6.1,3,11,05:25 AM,04:25 PM,06:30 AM,06:41 PM,8,11,13,11,19,72,71,0.7,1027,15,9,51,15,76019
2020-03-22,22,15,0.0,6.1,4,4,05:57 AM,05:21 PM,06:29 AM,06:42 PM,16,18,18,18,17,95,86,4.4,1019,22,8,176,13,76019
2020-03-23,25,18,0.0,6.1,5,0,06:26 AM,06:14 PM,06:27 AM,06:42 PM,18,23,23,21,25,59,82,0.4,1015,25,10,196,17,76019
2020-03-24,28,20,0.0,11.6,5,0,06:54 AM,07:08 PM,06:26 AM,06:43 PM,13,24,24,24,29,33,58,0.0,1010,28,10,235,21,76019
2020-03-25,28,19,0.0,11.6,6,3,07:22 AM,08:02 PM,06:25 AM,06:44 PM,12,24,24,24,18,3,49,0.0,1011,28,10,181,13,76019
2020-03-26,29,20,0.0,11.6,7,11,07:51 AM,08:56 PM,06:23 AM,06:45 PM,18,26,26,24,31,14,68,0.0,1008,29,10,194,20,76019
2020-03-27,26,21,0.0,11.6,5,18,08:20 AM,09:51 PM,06:22 AM,06:45 PM,19,25,25,24,33,30,74,0.1,1006,26,10,192,24,76019
2020-03-28,23,20,0.0,11.6,5,25,08:53 AM,10:48 PM,06:21 AM,06:46 PM,8,22,23,22,28,37,45,2.7,1009,23,10,249,21,76019
2020-03-29,22,16,0.0,8.9,4,32,09:30 AM,11:45 PM,06:19 AM,06:47 PM,4,19,19,19,16,50,39,0.0,1018,22,10,134,11,76019
2020-03-30,20,15,0.0,6.1,4,40,10:11 AM,No moonset,06:18 AM,06:47 PM,12,18,19,18,21,77,66,3.3,1014,20,10,139,15,76019
2020-03-31,20,16,0.0,8.9,4,44,10:58 AM,12:43 AM,06:17 AM,06:48 PM,12,18,18,18,23,52,69,3.0,1013,20,10,284,17,76019
2020-04-01,19,14,0.0,11.6,4,56,11:53 AM,01:40 AM,06:16 AM,06:49 PM,11,17,17,17,19,28,67,0.0,1015,19,10,150,14,76019
2020-04-02,21,14,0.0,6.2,4,64,12:53 PM,02:33 AM,06:14 AM,06:50 PM,14,17,18,17,31,65,77,2.9,1012,21,10,177,23,76019
2020-04-03,24,14,0.0,6.2,5,71,01:59 PM,03:24 AM,06:13 AM,06:50 PM,15,20,21,20,28,81,76,8.0,1013,24,10,258,20,76019
2020-04-04,15,9,0.0,6.2,3,79,03:08 PM,04:09 AM,06:12 AM,06:51 PM,7,10,12,10,18,72,72,3.8,1017,15,10,319,14,76019
2020-04-05,20,12,0.0,6.2,4,87,04:18 PM,04:51 AM,06:10 AM,06:52 PM,12,16,16,16,10,81,81,0.5,1017,20,10,158,7,76019
2020-04-06,21,16,0.0,6.2,4,94,05:29 PM,05:31 AM,06:09 AM,06:52 PM,16,18,19,18,22,65,84,0.4,1015,21,10,172,14,76019
2020-04-07,29,20,0.0,10.3,6,100,06:40 PM,06:08 AM,06:08 AM,06:53 PM,17,24,24,24,26,42,71,0.3,1011,29,10,216,17,76019
2020-04-08,33,22,0.0,11.6,7,100,07:52 PM,06:45 AM,06:07 AM,06:54 PM,15,28,28,27,28,17,52,0.7,1010,33,10,243,18,76019
2020-04-09,22,19,0.0,11.6,5,83,09:02 PM,07:24 AM,06:05 AM,06:55 PM,12,21,22,21,22,42,58,0.0,1013,22,10,113,17,76019
2020-04-10,21,15,0.0,11.6,5,76,10:12 PM,08:05 AM,06:04 AM,06:55 PM,8,18,18,18,25,26,54,0.4,1016,21,10,88,19,76019
2020-04-11,20,14,0.0,6.3,4,68,11:20 PM,08:50 AM,06:03 AM,06:56 PM,13,17,17,17,30,71,78,7.8,1010,20,10,160,21,76019
2020-04-12,26,17,0.0,8.9,5,61,No moonrise,09:39 AM,06:02 AM,06:57 PM,13,23,23,22,31,60,63,5.1,999,26,10,220,23,76019
2020-04-13,13,6,0.0,11.6,3,53,12:22 AM,10:32 AM,06:01 AM,06:58 PM,-1,7,10,7,29,7,47,0.0,1020,13,10,116,24,76019
2020-04-14,13,7,0.0,10.7,3,46,01:18 AM,11:29 AM,05:59 AM,06:58 PM,2,8,10,8,21,46,57,0.0,1022,13,10,38,16,76019
2020-04-15,18,7,0.0,13.0,4,38,02:07 AM,12:26 PM,05:58 AM,06:59 PM,2,12,12,12,12,32,53,0.0,1022,18,10,173,9,76019
2020-04-16,21,10,0.0,13.4,5,30,02:50 AM,01:24 PM,05:57 AM,07:00 PM,8,14,16,14,31,2,62,0.0,1018,21,10,168,22,76019
2020-04-17,18,7,0.0,8.4,3,23,03:27 AM,02:20 PM,05:56 AM,07:00 PM,11,14,15,14,24,70,77,0.1,1017,18,10,196,18,76019
2020-04-18,21,11,0.0,10.8,4,15,04:00 AM,03:15 PM,05:55 AM,07:01 PM,10,15,16,15,16,54,70,4.4,1016,21,10,81,12,76019
2020-04-19,27,18,0.0,12.1,5,8,04:30 AM,04:09 PM,05:54 AM,07:02 PM,16,22,22,22,29,50,72,0.6,1006,27,10,254,20,76019
2020-04-20,28,15,0.0,13.5,6,0,04:58 AM,05:03 PM,05:53 AM,07:03 PM,12,21,21,21,12,8,60,0.0,1011,28,10,106,10,76019
2020-04-21,27,18,0.0,13.5,6,0,05:26 AM,05:57 PM,05:51 AM,07:03 PM,16,24,24,23,19,6,68,0.0,1013,27,10,116,15,76019
2020-04-22,30,20,0.0,8.5,6,0,05:54 AM,06:51 PM,05:50 AM,07:04 PM,17,25,25,24,39,73,68,12.5,1005,30,10,221,25,76019
2020-04-23,31,19,0.0,13.6,7,0,06:23 AM,07:46 PM,05:49 AM,07:05 PM,11,25,25,25,18,3,45,0.0,1007,31,10,274,13,76019
2020-04-24,28,20,0.0,13.6,6,7,06:54 AM,08:43 PM,05:48 AM,07:06 PM,12,23,23,23,37,4,51,0.0,1006,28,10,221,26,76019
2020-04-25,24,17,0.0,13.6,6,15,07:30 AM,09:41 PM,05:47 AM,07:06 PM,10,21,21,21,20,24,50,0.0,1015,24,10,193,15,76019
2020-04-26,26,19,0.0,13.6,6,22,08:09 AM,10:38 PM,05:46 AM,07:07 PM,10,23,23,22,14,4,48,0.0,1021,26,10,130,11,76019
2020-04-27,26,17,0.0,12.1,5,30,08:55 AM,11:35 PM,05:45 AM,07:08 PM,14,22,22,22,35,26,62,2.3,1016,26,10,176,24,76019
2020-04-28,28,20,0.0,8.5,5,37,09:46 AM,No moonset,05:44 AM,07:09 PM,19,24,24,23,36,80,76,18.1,1011,28,9,190,24,76019
2020-04-29,24,19,0.0,13.7,5,45,10:44 AM,12:29 AM,05:43 AM,07:09 PM,10,22,23,22,35,21,49,23.5,1016,24,8,238,23,76019
2020-04-30,31,20,0.0,13.7,7,52,11:46 AM,01:19 AM,05:42 AM,07:10 PM,10,25,25,25,10,0,42,0.0,1019,31,10,268,8,76019
2020-05-01,27,17,0.0,13.3,5,58,12:51 PM,02:05 AM,05:41 AM,07:11 PM,12,23,23,22,36,32,53,0.0,1013,27,10,186,26,76019
2020-05-02,29,19,0.0,13.7,6,65,01:59 PM,02:47 AM,05:40 AM,07:11 PM,17,25,25,24,38,7,64,0.0,1012,29,10,184,28,76019
2020-05-03,31,21,0.0,13.7,6,72,03:07 PM,03:26 AM,05:39 AM,07:12 PM,20,28,28,26,33,28,70,0.1,1011,31,10,195,25,76019
2020-05-04,31,21,0.0,13.8,7,80,04:16 PM,04:02 AM,05:38 AM,07:13 PM,19,27,27,26,31,13,68,0.0,1010,31,10,186,23,76019
2020-05-05,23,15,0.0,9.8,5,87,05:26 PM,04:38 AM,05:37 AM,07:14 PM,16,21,23,21,28,52,68,9.1,1013,23,8,84,19,76019
2020-05-06,31,19,0.0,13.8,7,94,06:37 PM,05:15 AM,05:36 AM,07:14 PM,9,24,24,24,12,1,39,0.0,1021,31,10,105,10,76019
2020-05-07,27,18,0.0,13.8,6,100,07:48 PM,05:54 AM,05:36 AM,07:15 PM,13,23,23,23,29,21,56,0.5,1016,27,10,167,23,76019
2020-05-08,22,17,0.0,13.3,5,100,08:58 PM,06:37 AM,05:35 AM,07:16 PM,12,20,21,20,41,38,57,0.8,1015,22,10,114,32,76019
2020-05-09,23,14,0.0,13.8,5,84,10:05 PM,07:26 AM,05:34 AM,07:17 PM,6,17,18,17,19,13,47,0.0,1023,23,10,101,15,76019
2020-05-10,26,16,0.0,13.8,6,77,11:06 PM,08:18 AM,05:33 AM,07:17 PM,9,21,21,21,11,6,48,0.0,1023,26,10,114,9,76019
2020-05-11,25,16,0.0,13.9,6,70,No moonrise,09:15 AM,05:32 AM,07:18 PM,10,20,21,20,23,25,54,0.0,1022,25,10,114,18,76019
2020-05-12,24,19,0.0,8.7,5,62,12:00 AM,10:14 AM,05:32 AM,07:19 PM,16,21,22,21,33,79,76,7.4,1015,24,10,170,24,76019
2020-05-13,28,20,0.0,9.8,5,55,12:47 AM,11:14 AM,05:31 AM,07:20 PM,19,24,24,23,30,72,77,0.4,1013,28,10,168,22,76019
2020-05-14,29,21,0.0,9.9,6,48,01:27 AM,12:11 PM,05:30 AM,07:20 PM,20,27,27,25,29,67,76,4.1,1012,29,10,179,22,76019
2020-05-15,29,22,0.0,11.0,6,40,02:02 AM,01:08 PM,05:30 AM,07:21 PM,21,28,28,25,26,60,76,0.4,1010,29,9,176,19,76019
2020-05-16,25,22,0.0,12.2,5,33,02:32 AM,02:03 PM,05:29 AM,07:22 PM,19,26,26,24,27,62,76,21.6,1010,25,7,160,19,76019
2020-05-17,27,20,0.0,13.3,5,26,03:02 AM,02:57 PM,05:28 AM,07:22 PM,18,24,24,23,15,63,72,0.8,1012,27,10,61,12,76019
2020-05-18,32,21,0.0,14.0,7,19,03:29 AM,03:50 PM,05:28 AM,07:23 PM,16,28,28,26,12,17,55,0.1,1012,32,10,174,9,76019
2020-05-19,34,23,0.0,13.3,6,11,03:57 AM,04:44 PM,05:27 AM,07:24 PM,20,30,30,28,17,28,65,0.5,1009,34,10,126,13,76019
2020-05-20,31,21,0.0,12.2,6,4,04:25 AM,05:40 PM,05:26 AM,07:25 PM,19,28,28,26,16,42,66,1.3,1009,31,10,91,13,76019
2020-05-21,31,23,0.0,12.2,6,0,04:56 AM,06:36 PM,05:26 AM,07:25 PM,22,29,29,27,21,61,76,3.3,1008,31,9,151,17,76019
2020-05-22,29,22,0.0,9.9,6,0,05:30 AM,07:34 PM,05:25 AM,07:26 PM,21,27,27,25,29,71,75,16.1,1010,29,8,164,21,76019
2020-05-23,31,24,0.0,11.1,6,3,06:08 AM,08:32 PM,05:25 AM,07:27 PM,21,29,29,27,25,64,73,21.5,1011,31,9,155,19,76019
2020-05-24,28,23,0.0,11.1,6,10,06:52 AM,09:31 PM,05:24 AM,07:27 PM,20,27,27,25,28,51,74,1.3,1010,28,10,167,21,76019
2020-05-25,27,22,0.0,8.8,5,17,07:42 AM,10:26 PM,05:24 AM,07:28 PM,20,26,26,24,22,72,77,30.9,1008,27,7,147,15,76019
2020-05-26,25,19,0.0,8.8,5,25,08:38 AM,11:18 PM,05:23 AM,07:29 PM,17,22,22,22,25,83,76,72.2,1009,25,7,249,17,76019
2020-05-27,30,20,0.0,14.1,7,32,09:39 AM,No moonset,05:23 AM,07:29 PM,14,25,25,25,12,29,54,1.2,1011,30,10,243,9,76019
2020-05-28,28,19,0.0,14.1,6,39,10:43 AM,12:05 AM,05:23 AM,07:30 PM,16,24,24,24,18,26,63,0.5,1014,28,10,291,14,76019
2020-05-29,29,19,0.0,14.1,7,47,11:49 AM,12:47 AM,05:22 AM,07:30 PM,16,25,25,24,23,10,61,0.0,1019,29,10,117,18,76019
2020-05-30,31,21,0.0,14.1,7,54,12:55 PM,01:25 AM,05:22 AM,07:31 PM,15,27,27,26,13,2,53,0.0,1019,31,10,90,11,76019
2020-05-31,30,23,0.0,14.1,7,58,02:01 PM,02:01 AM,05:22 AM,07:32 PM,17,27,27,26,15,2,56,0.0,1019,30,10,119,13,76019
2020-06-01,28,23,0.0,12.2,6,71,03:08 PM,02:35 AM,05:21 AM,07:32 PM,18,27,27,25,19,62,65,24.7,1019,28,9,130,12,76019
2020-06-02,30,23,0.0,8.8,6,79,04:16 PM,03:11 AM,05:21 AM,07:33 PM,19,28,28,26,18,64,66,7.3,1017,30,9,170,13,76019
2020-06-03,32,24,0.0,10.0,6,86,05:26 PM,03:48 AM,05:21 AM,07:33 PM,20,30,30,28,20,77,65,14.5,1013,32,9,193,13,76019
2020-06-04,34,24,0.0,14.1,8,94,06:36 PM,04:28 AM,05:21 AM,07:34 PM,21,32,32,29,21,20,63,0.0,1010,34,10,200,16,76019
2020-06-05,35,26,0.0,14.1,8,100,07:45 PM,05:13 AM,05:21 AM,07:34 PM,21,33,33,30,21,10,59,0.0,1011,35,10,195,15,76019
2020-06-06,36,29,0.0,14.1,8,100,08:49 PM,06:03 AM,05:21 AM,07:35 PM,21,35,35,32,10,10,55,0.0,1012,36,10,165,8,76019
2020-06-07,35,28,0.0,14.2,8,84,09:48 PM,06:59 AM,05:20 AM,07:35 PM,20,34,34,31,16,6,52,0.0,1009,35,10,108,13,76019
2020-06-08,35,27,0.0,14.2,8,76,10:39 PM,07:58 AM,05:20 AM,07:36 PM,20,34,34,31,16,34,54,0.1,1005,35,10,170,12,76019
2020-06-09,32,28,0.0,13.4,7,69,11:23 PM,08:59 AM,05:20 AM,07:36 PM,13,30,30,30,32,21,39,0.2,1006,32,10,232,24,76019
2020-06-10,33,22,0.0,14.2,7,61,No moonrise,09:59 AM,05:20 AM,07:37 PM,7,27,27,28,20,0,28,0.0,1017,33,10,242,15,76019
2020-06-11,34,25,0.0,14.2,8,54,12:00 AM,10:57 AM,05:20 AM,07:37 PM,12,29,29,29,10,0,35,0.0,1023,34,10,87,8,76019
2020-06-12,33,24,0.0,14.2,7,46,12:33 AM,11:54 AM,05:20 AM,07:37 PM,14,29,29,29,13,3,43,0.0,1024,33,10,138,11,76019
2020-06-13,34,25,0.0,14.2,8,38,01:03 AM,12:48 PM,05:20 AM,07:38 PM,16,30,30,29,11,7,45,0.0,1020,34,10,163,9,76019
2020-06-14,33,25,0.0,14.2,7,31,01:31 AM,01:42 PM,05:20 AM,07:38 PM,16,30,30,29,14,11,48,0.0,1018,33,10,142,11,76019
2020-06-15,33,24,0.0,14.2,7,23,01:59 AM,02:36 PM,05:20 AM,07:38 PM,16,29,29,29,17,25,48,0.0,1020,33,10,165,13,76019
2020-06-16,33,25,0.0,14.2,7,16,02:26 AM,03:31 PM,05:20 AM,07:39 PM,18,30,30,29,17,25,53,0.0,1019,33,10,173,13,76019
2020-06-17,33,24,0.0,14.2,7,8,02:56 AM,04:26 PM,05:21 AM,07:39 PM,16,30,30,29,21,17,48,0.0,1016,33,10,173,16,76019
2020-06-18,33,24,0.0,14.2,7,1,03:29 AM,05:24 PM,05:21 AM,07:39 PM,15,29,29,28,27,6,47,0.0,1014,33,10,178,20,76019
2020-06-19,33,24,0.0,14.2,6,0,04:05 AM,06:23 PM,05:21 AM,07:40 PM,19,30,30,28,27,27,59,0.0,1014,33,10,177,21,76019
2020-06-20,33,24,0.0,12.2,6,0,04:47 AM,07:22 PM,05:21 AM,07:40 PM,20,31,31,29,28,40,62,0.2,1013,33,10,187,22,76019
2020-06-21,34,25,0.0,14.2,7,0,05:36 AM,08:19 PM,05:21 AM,07:40 PM,21,32,32,29,28,26,62,0.3,1011,34,10,184,22,76019
2020-06-22,34,25,0.0,13.4,6,7,06:31 AM,09:14 PM,05:22 AM,07:40 PM,22,33,33,29,34,32,64,0.0,1009,34,10,180,26,76019
2020-06-23,32,22,0.0,13.4,6,14,07:32 AM,10:03 PM,05:22 AM,07:40 PM,19,29,29,27,19,41,62,92.3,1011,32,8,141,13,76019
2020-06-24,32,24,0.0,14.2,7,22,08:36 AM,10:47 PM,05:22 AM,07:40 PM,18,29,29,28,15,3,55,0.0,1013,32,10,44,13,76019
2020-06-25,32,25,0.0,14.2,7,29,09:42 AM,11:27 PM,05:22 AM,07:41 PM,21,31,31,29,11,11,63,0.0,1013,32,10,177,9,76019
2020-06-26,30,23,0.0,10.0,6,37,10:47 AM,No moonset,05:23 AM,07:41 PM,20,28,28,26,30,66,71,1.4,1016,30,10,179,23,76019
2020-06-27,33,23,0.0,14.2,7,44,11:53 AM,12:03 AM,05:23 AM,07:41 PM,20,30,30,28,30,14,65,0.0,1014,33,10,189,24,76019
2020-06-28,32,24,0.0,10.0,6,52,12:59 PM,12:37 AM,05:23 AM,07:41 PM,22,31,31,28,34,59,71,0.3,1010,32,10,181,26,76019
2020-06-29,34,26,0.0,12.2,7,59,02:05 PM,01:11 AM,05:24 AM,07:41 PM,22,33,33,29,37,54,67,1.1,1009,34,9,184,29,76019
2020-06-30,35,26,0.0,12.2,7,67,03:12 PM,01:46 AM,05:24 AM,07:41 PM,23,35,35,30,32,44,66,0.5,1008,35,10,193,26,76019
2020-07-01,37,27,0.0,14.2,8,72,04:19 PM,02:23 AM,05:25 AM,07:41 PM,22,36,36,32,28,9,60,0.0,1009,37,10,194,22,76019
2020-07-02,37,28,0.0,14.2,8,79,05:27 PM,03:06 AM,05:25 AM,07:41 PM,22,36,36,32,20,15,57,0.0,1011,37,10,197,15,76019
2020-07-03,38,28,0.0,13.4,7,86,06:33 PM,03:53 AM,05:26 AM,07:41 PM,19,36,36,33,13,53,44,0.7,1013,38,10,249,10,76019
2020-07-04,38,29,0.0,14.1,7,94,07:34 PM,04:45 AM,05:26 AM,07:40 PM,20,36,36,34,10,38,45,1.6,1011,38,10,138,8,76019
2020-07-05,37,28,0.0,14.1,8,100,08:28 PM,05:43 AM,05:27 AM,07:40 PM,20,35,35,32,14,27,48,0.1,1009,37,10,120,11,76019
2020-07-06,35,28,0.0,11.1,7,100,09:16 PM,06:43 AM,05:27 AM,07:40 PM,21,35,35,32,11,65,55,4.5,1010,35,10,225,8,76019
2020-07-07,35,27,0.0,10.0,7,85,09:56 PM,07:44 AM,05:28 AM,07:40 PM,21,34,34,31,13,72,57,5.0,1012,35,9,229,10,76019
2020-07-08,35,25,0.0,12.2,7,77,10:31 PM,08:44 AM,05:28 AM,07:40 PM,22,34,34,30,21,53,65,7.3,1010,35,10,196,16,76019
2020-07-09,35,27,0.0,14.1,8,70,11:03 PM,09:42 AM,05:29 AM,07:39 PM,22,35,35,31,27,3,58,0.0,1010,35,10,198,21,76019
2020-07-10,37,27,0.0,14.1,8,63,11:32 PM,10:38 AM,05:29 AM,07:39 PM,21,35,35,32,25,0,53,0.0,1013,37,10,202,19,76019
2020-07-11,39,28,0.0,14.1,8,55,12:00 AM,11:33 AM,05:30 AM,07:39 PM,21,37,37,33,23,3,52,0.0,1013,39,10,203,17,76019
2020-07-12,41,30,0.0,11.1,8,48,No moonrise,12:26 PM,05:30 AM,07:38 PM,17,37,37,35,19,32,35,1.6,1011,41,10,209,12,76019
2020-07-13,39,29,0.0,13.4,7,41,12:27 AM,01:21 PM,05:31 AM,07:38 PM,18,36,36,34,30,36,40,0.4,1009,39,10,192,20,76019
2020-07-14,38,28,0.0,14.1,8,34,12:56 AM,02:15 PM,05:31 AM,07:38 PM,18,35,35,33,35,16,40,0.0,1009,38,10,185,26,76019
2020-07-15,37,27,0.0,14.1,8,26,01:27 AM,03:12 PM,05:32 AM,07:37 PM,19,34,34,32,30,31,48,0.0,1011,37,10,184,23,76019
2020-07-16,38,28,0.0,14.0,8,19,02:01 AM,04:10 PM,05:33 AM,07:37 PM,19,35,35,33,24,22,46,0.0,1014,38,10,193,19,76019
2020-07-17,38,28,0.0,14.0,8,12,02:41 AM,05:09 PM,05:33 AM,07:36 PM,18,35,35,33,22,7,43,0.0,1015,38,10,185,15,76019
2020-07-18,35,27,0.0,14.0,8,5,03:27 AM,06:08 PM,05:34 AM,07:36 PM,20,34,34,31,23,9,53,0.0,1015,35,10,167,18,76019
2020-07-19,36,27,0.0,14.0,8,0,04:19 AM,07:04 PM,05:34 AM,07:35 PM,19,33,33,31,22,8,52,0.0,1014,36,10,172,16,76019
2020-07-20,36,27,0.0,14.0,8,0,05:19 AM,07:57 PM,05:35 AM,07:35 PM,19,34,34,32,20,15,50,0.0,1013,36,10,160,15,76019
2020-07-21,34,26,0.0,11.0,7,2,06:23 AM,08:44 PM,05:36 AM,07:34 PM,21,33,33,30,17,45,61,0.2,1012,34,10,151,14,76019
2020-07-22,35,26,0.0,13.3,7,10,07:31 AM,09:26 PM,05:36 AM,07:34 PM,21,33,33,30,20,57,60,0.5,1013,35,10,159,16,76019
2020-07-23,36,27,0.0,14.0,7,17,08:38 AM,10:04 PM,05:37 AM,07:33 PM,21,34,34,31,19,28,56,0.1,1013,36,10,156,15,76019
2020-07-24,36,28,0.0,13.9,8,24,09:45 AM,10:39 PM,05:38 AM,07:32 PM,20,34,34,32,21,19,50,0.0,1013,36,10,118,16,76019
2020-07-25,34,27,0.0,13.3,7,32,10:52 AM,11:14 PM,05:38 AM,07:32 PM,22,34,34,30,18,51,63,0.5,1013,34,10,127,15,76019
2020-07-26,32,26,0.0,11.0,7,39,11:58 AM,11:48 PM,05:39 AM,07:31 PM,21,32,32,29,16,50,63,0.4,1015,32,10,134,13,76019
2020-07-27,34,26,0.0,8.7,7,46,01:04 PM,No moonset,05:40 AM,07:30 PM,21,33,33,30,11,68,61,0.9,1014,34,10,143,9,76019
2020-07-28,29,22,0.0,12.2,6,53,02:10 PM,12:24 AM,05:40 AM,07:30 PM,22,30,30,27,9,62,67,3.2,1012,29,10,178,7,76019
2020-07-29,34,27,0.0,11.0,7,61,03:17 PM,01:04 AM,05:41 AM,07:29 PM,21,33,33,30,21,57,57,3.3,1012,34,10,190,17,76019
2020-07-30,34,25,0.0,13.9,7,68,04:22 PM,01:48 AM,05:42 AM,07:28 PM,19,31,31,29,30,22,56,0.0,1013,34,10,200,24,76019
2020-07-31,31,28,0.0,12.2,6,72,05:24 PM,02:37 AM,05:42 AM,07:27 PM,20,32,32,29,27,38,59,7.3,1012,31,9,282,19,76019
2020-08-01,34,27,0.0,13.8,8,82,06:19 PM,03:32 AM,05:43 AM,07:27 PM,17,32,32,30,11,6,47,0.0,1014,34,10,185,9,76019
2020-08-02,38,26,0.0,13.8,8,90,07:09 PM,04:30 AM,05:44 AM,07:26 PM,17,33,33,32,8,9,43,0.0,1013,38,10,221,6,76019
2020-08-03,35,26,0.0,13.3,7,97,07:52 PM,05:31 AM,05:44 AM,07:25 PM,16,32,32,31,12,34,41,1.4,1016,35,10,67,9,76019
2020-08-04,34,25,0.0,11.0,6,100,08:29 PM,06:31 AM,05:45 AM,07:24 PM,18,31,31,30,16,56,49,4.7,1015,34,10,113,12,76019
2020-08-05,34,25,0.0,9.8,6,88,09:02 PM,07:31 AM,05:46 AM,07:23 PM,18,31,31,29,22,57,51,4.0,1014,34,10,125,16,76019
2020-08-06,36,27,0.0,13.8,8,81,09:32 PM,08:27 AM,05:46 AM,07:22 PM,19,33,33,31,23,20,51,0.1,1013,36,10,173,17,76019
2020-08-07,36,27,0.0,13.7,8,74,10:00 PM,09:23 AM,05:47 AM,07:21 PM,18,33,33,32,26,9,46,0.0,1014,36,10,185,19,76019
2020-08-08,36,27,0.0,13.7,8,67,10:28 PM,10:17 AM,05:48 AM,07:20 PM,18,33,33,32,25,5,48,0.0,1016,36,10,186,18,76019
2020-08-09,36,27,0.0,13.7,8,59,10:56 PM,11:11 AM,05:48 AM,07:19 PM,20,34,34,31,24,8,52,0.0,1016,36,10,187,18,76019
2020-08-10,37,27,0.0,13.7,8,52,11:26 PM,12:05 PM,05:49 AM,07:18 PM,18,34,34,32,25,7,47,0.0,1014,37,10,191,20,76019
