date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-01-01,-2,-7,0.0,8.7,2,97,05:30 PM,06:49 AM,07:31 AM,05:34 PM,-19,-10,-4,-10,20,46,32,0.0,1042,-2,10,29,15,76019
2018-01-02,-2,-4,0.0,7.1,1,100,06:36 PM,07:53 AM,07:31 AM,05:35 PM,-17,-8,-3,-8,13,34,34,0.0,1038,-2,10,129,10,76019
2018-01-03,8,-2,0.0,8.7,2,89,07:45 PM,08:51 AM,07:31 AM,05:35 PM,-11,-1,2,-1,12,1,40,0.0,1031,8,10,305,10,76019
2018-01-04,9,-0,0.0,8.7,1,81,08:52 PM,09:42 AM,07:32 AM,05:36 PM,-6,2,4,2,10,50,49,0.0,1029,9,10,78,6,76019
2018-01-05,17,3,0.0,8.7,3,74,09:58 PM,10:26 AM,07:32 AM,05:37 PM,-1,7,8,7,19,29,52,0.0,1027,17,10,187,11,76019
2018-01-06,15,6,0.0,8.7,3,67,11:01 PM,11:06 AM,07:32 AM,05:38 PM,4,8,10,8,22,30,66,0.0,1025,15,10,169,14,76019
2018-01-07,16,11,0.0,3.8,3,59,No moonrise,11:43 AM,07:32 AM,05:39 PM,10,11,13,11,33,80,84,12.1,1016,16,5,191,22,76019
2018-01-08,14,7,0.0,8.7,4,52,12:01 AM,12:16 PM,07:32 AM,05:39 PM,4,8,10,8,24,6,67,4.4,1020,14,10,342,16,76019
2018-01-09,14,7,0.0,8.7,4,45,12:58 AM,12:50 PM,07:32 AM,05:40 PM,5,8,10,8,16,20,72,0.0,1019,14,10,121,11,76019
2018-01-10,13,8,0.0,3.8,3,38,01:55 AM,01:25 PM,07:32 AM,05:41 PM,8,7,10,7,31,78,87,0.1,1012,13,10,162,23,76019
2018-01-11,14,1,0.0,7.1,2,30,02:50 AM,02:00 PM,07:32 AM,05:42 PM,3,6,10,6,43,34,65,0.0,1012,14,10,260,31,76019
2018-01-12,6,-3,0.0,8.7,2,23,03:44 AM,02:37 PM,07:32 AM,05:43 PM,-12,-4,1,-4,28,1,37,0.0,1028,6,10,253,21,76019
2018-01-13,8,-1,0.0,8.7,2,16,04:37 AM,03:18 PM,07:31 AM,05:44 PM,-11,-1,3,-1,15,7,36,0.0,1036,8,10,159,11,76019
2018-01-14,11,1,0.0,8.7,3,9,05:29 AM,04:02 PM,07:31 AM,05:45 PM,-5,3,5,3,19,6,46,0.0,1033,11,10,158,13,76019
2018-01-15,14,0,0.6,7.1,2,1,06:18 AM,04:49 PM,07:31 AM,05:46 PM,2,4,7,4,25,42,73,1.3,1028,14,8,169,18,76019
2018-01-16,-3,-6,0.0,8.7,2,0,07:06 AM,05:40 PM,07:31 AM,05:46 PM,-16,-11,-4,-11,29,33,38,1.4,1043,-3,8,224,23,76019
2018-01-17,3,-4,0.0,8.7,2,0,07:50 AM,06:32 PM,07:31 AM,05:47 PM,-16,-3,-1,-3,9,0,31,0.0,1041,3,10,92,7,76019
2018-01-18,5,-2,0.0,8.7,2,6,08:30 AM,07:26 PM,07:30 AM,05:48 PM,-11,-2,1,-2,16,4,41,0.0,1033,5,10,181,11,76019
2018-01-19,12,1,0.0,8.7,3,13,09:08 AM,08:21 PM,07:30 AM,05:49 PM,-1,1,5,1,30,35,66,0.0,1022,12,10,178,20,76019
2018-01-20,20,9,0.0,8.7,4,20,09:44 AM,09:17 PM,07:30 AM,05:50 PM,10,12,14,12,36,42,82,0.1,1015,20,10,183,24,76019
2018-01-21,20,15,0.0,3.8,4,28,10:18 AM,10:13 PM,07:29 AM,05:51 PM,14,17,17,17,39,65,83,20.7,1011,20,7,200,23,76019
2018-01-22,14,8,0.0,8.7,4,35,10:52 AM,11:11 PM,07:29 AM,05:52 PM,-4,8,11,8,33,4,37,2.5,1017,14,10,282,21,76019
2018-01-23,14,6,0.0,8.7,3,42,11:26 AM,No moonset,07:29 AM,05:53 PM,-6,8,9,8,16,16,33,0.0,1025,14,10,254,9,76019
2018-01-24,20,8,0.0,8.7,4,49,12:02 PM,12:10 AM,07:28 AM,05:54 PM,-3,12,12,12,9,2,35,0.0,1030,20,10,185,6,76019
2018-01-25,17,8,0.0,8.7,4,57,12:40 PM,01:12 AM,07:28 AM,05:55 PM,-1,10,12,10,23,4,43,0.0,1028,17,10,178,15,76019
2018-01-26,16,8,0.0,3.9,3,64,01:24 PM,02:15 AM,07:27 AM,05:56 PM,7,10,12,10,28,77,73,0.9,1023,16,9,172,18,76019
2018-01-27,15,13,0.0,7.1,3,71,02:13 PM,03:21 AM,07:27 AM,05:57 PM,10,14,15,14,20,60,77,16.1,1023,15,9,127,13,76019
2018-01-28,19,9,0.0,8.7,4,78,03:09 PM,04:27 AM,07:26 AM,05:58 PM,1,12,13,12,13,0,43,0.0,1027,19,10,65,9,76019
2018-01-29,11,4,0.0,8.7,3,86,04:11 PM,05:31 AM,07:25 AM,05:59 PM,-3,6,9,6,21,0,42,0.0,1033,11,10,265,15,76019
2018-01-30,15,5,0.0,8.7,3,93,05:18 PM,06:31 AM,07:25 AM,05:59 PM,-2,7,9,7,23,0,45,0.0,1029,15,10,146,16,76019
2018-01-31,21,9,0.0,10.8,4,97,06:27 PM,07:26 AM,07:24 AM,06:00 PM,4,12,14,12,46,0,51,0.0,1015,21,10,196,29,76019
2018-02-01,16,10,0.0,10.8,4,88,07:36 PM,08:15 AM,07:23 AM,06:01 PM,4,11,13,11,33,0,56,0.0,1017,16,10,164,23,76019
2018-02-02,11,4,0.0,10.8,3,81,08:41 PM,08:58 AM,07:23 AM,06:02 PM,-6,4,7,4,20,7,38,0.0,1032,11,10,57,15,76019
2018-02-03,14,5,0.0,10.8,3,73,09:45 PM,09:38 AM,07:22 AM,06:03 PM,2,6,9,6,28,26,63,0.0,1018,14,10,161,20,76019
2018-02-04,17,5,0.0,10.1,3,66,10:46 PM,10:14 AM,07:21 AM,06:04 PM,6,9,11,9,20,36,75,0.1,1017,17,9,68,14,76019
2018-02-05,12,1,0.0,10.1,2,58,11:45 PM,10:49 AM,07:21 AM,06:05 PM,-3,3,5,3,11,14,57,0.0,1023,12,10,127,9,76019
2018-02-06,5,2,0.0,5.4,1,51,No moonrise,11:24 AM,07:20 AM,06:06 PM,-0,0,4,0,20,73,74,12.5,1022,5,8,182,15,76019
2018-02-07,7,-1,0.0,10.9,2,43,12:41 AM,11:59 AM,07:19 AM,06:07 PM,-5,-1,3,-1,24,20,57,0.0,1029,7,10,231,18,76019
2018-02-08,16,5,0.0,10.9,4,36,01:37 AM,12:36 PM,07:18 AM,06:08 PM,1,9,9,9,10,0,59,0.0,1030,16,10,90,7,76019
2018-02-09,21,7,0.0,10.1,3,28,02:31 AM,01:16 PM,07:17 AM,06:09 PM,9,11,13,11,25,37,76,0.0,1018,21,10,176,17,76019
2018-02-10,12,0,0.0,7.0,2,20,03:23 AM,01:59 PM,07:16 AM,06:09 PM,0,4,7,4,23,74,64,0.6,1016,12,9,302,18,76019
2018-02-11,5,-3,0.0,10.1,1,13,04:14 AM,02:45 PM,07:15 AM,06:10 PM,-9,-5,1,-5,24,17,50,0.1,1024,5,10,304,18,76019
2018-02-12,8,-0,0.0,11.0,2,5,05:02 AM,03:34 PM,07:14 AM,06:11 PM,-5,-0,3,-0,15,8,55,0.0,1031,8,10,61,11,76019
2018-02-13,7,3,0.0,5.5,2,0,05:47 AM,04:25 PM,07:14 AM,06:12 PM,2,3,5,3,10,94,79,4.8,1031,7,9,103,8,76019
2018-02-14,22,7,0.0,7.0,4,0,06:29 AM,05:20 PM,07:13 AM,06:13 PM,11,13,14,13,24,75,85,0.1,1023,22,9,179,16,76019
2018-02-15,24,16,0.0,7.0,4,0,07:08 AM,06:15 PM,07:12 AM,06:14 PM,17,19,20,19,41,67,85,0.2,1016,24,10,196,26,76019
2018-02-16,17,9,0.0,11.0,4,2,07:45 AM,07:11 PM,07:11 AM,06:15 PM,7,12,14,12,31,33,64,0.0,1021,17,10,105,22,76019
2018-02-17,19,7,0.0,10.1,3,10,08:20 AM,08:08 PM,07:10 AM,06:16 PM,5,11,12,11,12,60,63,3.0,1021,19,9,232,9,76019
2018-02-18,17,8,0.0,7.1,3,17,08:54 AM,09:06 PM,07:09 AM,06:16 PM,10,12,13,12,20,68,84,7.2,1018,17,9,140,14,76019
2018-02-19,23,18,0.0,5.6,5,25,09:28 AM,10:05 PM,07:07 AM,06:17 PM,17,20,20,20,46,91,84,4.2,1010,23,10,178,29,76019
2018-02-20,21,6,0.0,5.6,4,32,10:03 AM,11:05 PM,07:06 AM,06:18 PM,16,17,18,17,39,100,87,60.0,1013,21,7,215,26,76019
2018-02-21,3,1,0.0,5.6,1,40,10:40 AM,No moonset,07:05 AM,06:19 PM,1,-2,3,-2,28,100,87,63.6,1026,3,6,252,21,76019
2018-02-22,4,1,0.0,5.6,1,47,11:21 AM,12:07 AM,07:04 AM,06:20 PM,0,0,3,0,14,92,84,11.2,1026,4,9,326,11,76019
2018-02-23,9,4,0.0,5.6,2,55,12:07 PM,01:10 AM,07:03 AM,06:21 PM,5,6,7,6,10,100,90,21.3,1022,9,8,177,7,76019
2018-02-24,18,9,0.0,8.6,4,62,12:58 PM,02:13 AM,07:02 AM,06:22 PM,11,14,14,14,20,64,83,32.0,1013,18,5,242,13,76019
2018-02-25,20,9,0.0,11.2,4,70,01:55 PM,03:17 AM,07:01 AM,06:22 PM,8,13,14,13,13,1,69,0.0,1017,20,10,115,9,76019
2018-02-26,20,9,0.0,10.1,3,77,02:58 PM,04:16 AM,07:00 AM,06:23 PM,10,13,14,13,12,19,78,0.0,1022,20,10,120,8,76019
2018-02-27,18,12,0.0,5.8,3,85,04:04 PM,05:12 AM,06:58 AM,06:24 PM,13,14,15,14,22,68,90,12.5,1017,18,9,143,13,76019
2018-02-28,22,18,0.0,7.3,5,93,05:12 PM,06:02 AM,06:57 AM,06:25 PM,18,19,20,19,20,82,91,5.1,1009,22,10,168,12,76019
2018-03-01,17,11,0.0,10.2,3,96,06:19 PM,06:48 AM,06:56 AM,06:26 PM,10,15,16,15,20,38,72,1.8,1017,17,10,202,15,76019
2018-03-02,22,11,0.0,11.6,5,100,07:25 PM,07:29 AM,06:55 AM,06:26 PM,8,15,16,15,14,0,61,0.0,1025,22,10,91,11,76019
2018-03-03,22,13,0.0,10.2,4,89,08:27 PM,08:07 AM,06:54 AM,06:27 PM,11,16,17,16,23,19,68,0.0,1022,22,10,142,16,76019
2018-03-04,20,17,0.0,5.9,4,82,09:29 PM,08:43 AM,06:52 AM,06:28 PM,16,18,18,18,27,91,88,3.4,1016,20,6,163,17,76019
2018-03-05,20,14,0.0,10.2,4,74,10:28 PM,09:19 AM,06:51 AM,06:29 PM,9,18,18,18,31,51,59,1.1,1014,20,10,286,22,76019
2018-03-06,17,12,0.0,11.6,4,67,11:26 PM,09:55 AM,06:50 AM,06:29 PM,-3,14,14,14,19,15,31,0.0,1020,17,10,207,13,76019
2018-03-07,15,5,0.0,11.6,4,60,No moonrise,10:32 AM,06:49 AM,06:30 PM,-4,8,10,8,17,16,37,0.0,1027,15,10,228,12,76019
2018-03-08,18,8,0.0,11.6,3,53,12:21 AM,11:12 AM,06:47 AM,06:31 PM,0,11,12,11,19,41,44,0.0,1022,18,10,152,12,76019
2018-03-09,21,11,0.0,10.2,4,45,01:15 AM,11:54 AM,06:46 AM,06:32 PM,10,14,15,14,38,45,71,0.0,1013,21,10,187,26,76019
2018-03-10,27,17,0.0,10.2,5,38,02:07 AM,12:38 PM,06:45 AM,06:33 PM,16,22,22,21,20,49,74,0.6,1007,27,10,186,14,76019
2018-03-11,16,12,0.0,10.2,4,31,02:56 AM,01:27 PM,06:44 AM,06:33 PM,8,15,16,15,33,55,60,2.7,1016,16,10,147,23,76019
2018-03-12,16,6,0.0,11.6,4,24,03:43 AM,02:17 PM,06:42 AM,06:34 PM,1,9,11,9,17,11,51,0.0,1027,16,10,107,12,76019
2018-03-13,17,7,0.0,11.6,4,16,04:25 AM,03:11 PM,06:41 AM,06:35 PM,0,11,12,11,14,9,44,0.0,1026,17,10,61,10,76019
2018-03-14,20,9,0.0,11.6,5,9,05:06 AM,04:05 PM,06:40 AM,06:36 PM,-1,14,14,14,12,2,37,0.0,1025,20,10,110,8,76019
2018-03-15,23,10,0.0,10.2,4,2,05:44 AM,05:02 PM,06:38 AM,06:36 PM,8,15,16,15,36,30,62,0.0,1014,23,10,184,24,76019
2018-03-16,27,17,0.0,11.6,6,0,06:19 AM,05:59 PM,06:37 AM,06:37 PM,9,21,21,21,29,37,53,0.0,1010,27,10,230,20,76019
2018-03-17,24,16,0.0,10.2,5,0,06:54 AM,06:58 PM,06:36 AM,06:38 PM,10,20,21,20,13,33,57,4.4,1012,24,10,130,8,76019
2018-03-18,26,17,0.0,8.8,5,5,07:29 AM,07:58 PM,06:35 AM,06:38 PM,16,20,20,20,15,48,80,2.7,1008,26,8,145,10,76019
2018-03-19,21,13,0.0,11.6,5,13,08:04 AM,08:59 PM,06:33 AM,06:39 PM,5,17,17,17,37,2,47,3.0,1007,21,10,286,24,76019
2018-03-20,17,7,0.0,11.6,4,20,08:41 AM,10:01 PM,06:32 AM,06:40 PM,2,10,12,10,23,3,51,0.0,1017,17,10,330,17,76019
2018-03-21,21,11,0.0,11.6,5,27,09:21 AM,11:04 PM,06:31 AM,06:41 PM,3,16,16,16,12,14,41,0.0,1021,21,10,119,8,76019
2018-03-22,24,11,0.0,11.6,5,34,10:05 AM,No moonset,06:29 AM,06:41 PM,9,17,18,17,31,6,58,0.0,1022,24,10,160,21,76019
2018-03-23,23,15,0.0,7.5,5,42,10:54 AM,12:08 AM,06:28 AM,06:42 PM,15,19,21,19,40,61,74,0.0,1016,23,10,184,28,76019
2018-03-24,30,19,0.0,11.6,5,49,11:48 AM,01:10 AM,06:27 AM,06:43 PM,15,24,24,24,24,38,60,0.0,1011,30,10,230,17,76019
2018-03-25,24,20,0.0,6.1,5,56,12:47 PM,02:09 AM,06:25 AM,06:44 PM,18,24,24,22,20,64,77,1.1,1011,24,10,153,15,76019
2018-03-26,26,19,0.0,6.1,5,63,01:51 PM,03:05 AM,06:24 AM,06:44 PM,18,23,23,22,32,71,77,2.2,1011,26,10,166,22,76019
2018-03-27,20,16,0.0,6.1,4,71,02:56 PM,03:56 AM,06:23 AM,06:45 PM,16,19,19,19,21,88,86,27.3,1014,20,8,129,14,76019
2018-03-28,20,14,0.0,6.1,4,78,04:02 PM,04:41 AM,06:21 AM,06:46 PM,14,16,16,16,13,83,85,7.1,1012,20,8,143,10,76019
2018-03-29,22,11,0.0,11.6,5,85,05:06 PM,05:23 AM,06:20 AM,06:46 PM,11,17,17,17,12,18,70,0.0,1013,22,10,251,8,76019
2018-03-30,21,10,0.0,11.6,4,93,06:10 PM,06:01 AM,06:19 AM,06:47 PM,7,15,16,15,16,14,59,0.0,1025,21,10,73,12,76019
2018-03-31,24,13,0.0,11.6,6,96,07:12 PM,06:38 AM,06:17 AM,06:48 PM,13,19,20,19,32,8,67,0.0,1017,24,10,177,22,76019
2018-04-01,21,10,0.0,6.2,4,89,08:12 PM,07:14 AM,06:16 AM,06:49 PM,13,16,17,16,24,78,78,0.0,1015,21,10,203,17,76019
2018-04-02,14,6,0.0,6.2,3,81,09:11 PM,07:50 AM,06:15 AM,06:49 PM,6,9,11,9,14,92,73,0.0,1013,14,10,69,11,76019
2018-04-03,26,14,0.0,10.2,5,74,10:09 PM,08:26 AM,06:14 AM,06:50 PM,13,19,20,19,41,50,70,0.9,1009,26,9,211,27,76019
2018-04-04,17,6,0.0,11.6,4,66,11:05 PM,09:06 AM,06:12 AM,06:51 PM,-1,11,12,11,20,1,39,0.0,1025,17,10,61,15,76019
2018-04-05,23,10,0.0,10.3,4,59,11:58 PM,09:47 AM,06:11 AM,06:51 PM,8,15,16,15,30,41,62,0.5,1017,23,10,150,20,76019
2018-04-06,28,15,0.0,8.9,5,51,No moonrise,10:31 AM,06:10 AM,06:52 PM,18,22,22,21,30,80,80,4.5,1008,28,9,188,20,76019
2018-04-07,5,2,0.0,6.2,1,44,12:49 AM,11:18 AM,06:09 AM,06:53 PM,-0,1,5,1,28,93,70,0.0,1020,5,10,141,23,76019
2018-04-08,12,3,0.0,7.6,2,36,01:37 AM,12:08 PM,06:07 AM,06:54 PM,3,6,8,6,11,44,73,0.0,1015,12,10,115,9,76019
2018-04-09,20,7,0.0,11.6,4,28,02:21 AM,01:00 PM,06:06 AM,06:54 PM,8,13,14,13,15,13,69,0.0,1018,20,10,61,10,76019
2018-04-10,23,10,0.0,11.6,5,21,03:02 AM,01:54 PM,06:05 AM,06:55 PM,6,16,17,16,16,2,54,0.0,1026,23,10,100,11,76019
2018-04-11,25,12,0.0,11.6,5,13,03:41 AM,02:49 PM,06:04 AM,06:56 PM,9,18,19,18,32,0,57,0.0,1019,25,10,176,21,76019
2018-04-12,26,16,0.0,10.3,5,6,04:16 AM,03:47 PM,06:02 AM,06:56 PM,16,21,22,21,44,27,74,0.0,1009,26,10,180,31,76019
2018-04-13,29,21,0.0,8.9,5,0,04:51 AM,04:44 PM,06:01 AM,06:57 PM,18,25,25,23,41,61,72,8.3,1003,29,7,198,29,76019
2018-04-14,15,8,0.0,12.6,4,0,05:26 AM,05:45 PM,06:00 AM,06:58 PM,-1,9,12,9,40,18,39,4.1,1016,15,10,318,28,76019
2018-04-15,17,4,0.0,13.0,4,0,06:01 AM,06:46 PM,05:59 AM,06:59 PM,-2,8,11,8,24,1,41,0.0,1023,17,10,283,18,76019
2018-04-16,25,10,0.0,13.0,5,1,06:38 AM,07:49 PM,05:58 AM,06:59 PM,6,17,18,17,23,3,47,0.0,1021,25,10,165,15,76019
2018-04-17,28,15,0.0,13.4,6,9,07:18 AM,08:54 PM,05:57 AM,07:00 PM,14,22,22,21,44,26,63,0.0,1011,28,10,188,30,76019
2018-04-18,24,18,0.0,13.5,6,17,08:01 AM,10:00 PM,05:55 AM,07:01 PM,8,20,20,20,32,5,51,0.0,1016,24,10,253,22,76019
2018-04-19,20,11,0.0,13.5,5,24,08:49 AM,11:04 PM,05:54 AM,07:01 PM,3,15,16,15,21,12,43,0.0,1026,20,10,40,15,76019
2018-04-20,20,10,0.0,13.5,5,32,09:43 AM,No moonset,05:53 AM,07:02 PM,6,13,14,13,26,15,58,0.0,1023,20,10,110,18,76019
2018-04-21,19,12,0.0,10.9,4,39,10:41 AM,12:06 AM,05:52 AM,07:03 PM,12,14,15,14,29,60,81,13.0,1016,19,8,164,19,76019
2018-04-22,19,9,0.0,13.3,4,47,11:44 AM,01:03 AM,05:51 AM,07:04 PM,8,13,14,13,25,31,69,3.3,1018,19,10,323,18,76019
2018-04-23,24,12,0.0,13.5,5,54,12:48 PM,01:54 AM,05:50 AM,07:04 PM,11,17,18,17,18,9,65,0.0,1018,24,10,296,12,76019
2018-04-24,29,16,0.0,13.6,6,62,01:52 PM,02:40 AM,05:49 AM,07:05 PM,13,23,23,22,12,7,58,0.0,1018,29,10,118,7,76019
2018-04-25,18,12,0.0,12.1,3,69,02:56 PM,03:22 AM,05:48 AM,07:06 PM,10,15,16,15,20,52,70,2.6,1020,18,10,271,14,76019
2018-04-26,25,11,0.0,13.6,5,77,03:58 PM,04:00 AM,05:47 AM,07:07 PM,8,17,18,17,11,2,58,0.0,1017,25,10,257,8,76019
2018-04-27,26,14,0.0,13.6,5,85,04:59 PM,04:36 AM,05:46 AM,07:07 PM,9,20,20,20,11,10,54,0.4,1018,26,10,252,8,76019
2018-04-28,30,15,0.0,13.3,5,92,05:59 PM,05:12 AM,05:45 AM,07:08 PM,10,23,23,22,9,17,48,0.0,1017,30,10,183,6,76019
2018-04-29,28,18,0.0,13.7,6,100,06:59 PM,05:47 AM,05:44 AM,07:09 PM,14,23,23,23,23,2,59,0.0,1018,28,10,164,16,76019
2018-04-30,25,16,0.0,13.3,5,100,07:57 PM,06:22 AM,05:43 AM,07:10 PM,16,21,21,21,31,35,73,0.6,1017,25,10,170,22,76019
2018-05-01,24,19,0.0,8.6,5,89,08:54 PM,07:00 AM,05:42 AM,07:10 PM,19,21,22,21,34,96,85,2.8,1014,24,7,163,23,76019
2018-05-02,28,21,0.0,8.6,5,82,09:49 PM,07:41 AM,05:41 AM,07:11 PM,21,26,26,24,35,78,82,3.6,1014,28,7,167,24,76019
2018-05-03,27,22,0.0,13.3,6,75,10:41 PM,08:24 AM,05:40 AM,07:12 PM,21,26,26,24,30,58,82,22.5,1014,27,7,168,20,76019
2018-05-04,22,18,0.0,9.8,5,68,11:31 PM,09:10 AM,05:39 AM,07:13 PM,18,20,22,20,19,70,85,26.7,1019,22,9,191,12,76019
2018-05-05,27,16,0.0,13.8,6,60,No moonrise,09:59 AM,05:38 AM,07:13 PM,14,22,22,22,15,9,64,0.1,1020,27,9,195,11,76019
2018-05-06,35,18,0.0,13.8,7,53,12:16 AM,10:50 AM,05:37 AM,07:14 PM,13,26,26,26,13,1,48,0.0,1020,35,10,246,8,76019
2018-05-07,34,19,0.0,13.8,7,46,12:59 AM,11:44 AM,05:36 AM,07:15 PM,14,27,27,26,18,10,49,0.0,1019,34,10,202,11,76019
2018-05-08,31,20,0.0,13.3,6,39,01:38 AM,12:38 PM,05:35 AM,07:16 PM,14,26,26,25,32,19,52,0.0,1015,31,10,185,20,76019
2018-05-09,30,19,0.0,13.8,7,31,02:14 AM,01:34 PM,05:34 AM,07:16 PM,14,26,26,25,30,12,54,0.0,1015,30,10,188,20,76019
2018-05-10,29,19,0.0,13.8,7,24,02:49 AM,02:30 PM,05:34 AM,07:17 PM,16,25,25,24,33,15,60,0.0,1015,29,10,179,22,76019
2018-05-11,30,20,0.0,13.9,7,17,03:23 AM,03:29 PM,05:33 AM,07:18 PM,18,26,26,25,37,15,67,0.0,1012,30,10,176,26,76019
2018-05-12,31,21,0.0,12.2,6,9,03:57 AM,04:29 PM,05:32 AM,07:18 PM,19,28,28,26,31,28,67,0.0,1013,31,10,172,22,76019
2018-05-13,31,21,0.0,13.3,6,2,04:32 AM,05:32 PM,05:31 AM,07:19 PM,20,28,28,26,27,30,70,0.5,1014,31,10,174,19,76019
2018-05-14,31,22,0.0,11.0,6,0,05:11 AM,06:36 PM,05:31 AM,07:20 PM,20,28,28,26,26,44,72,0.1,1013,31,10,176,18,76019
2018-05-15,30,22,0.0,13.3,6,0,05:53 AM,07:44 PM,05:30 AM,07:21 PM,20,29,29,26,19,36,71,23.2,1013,30,8,149,12,76019
2018-05-16,33,22,0.0,13.9,7,5,06:40 AM,08:51 PM,05:29 AM,07:21 PM,18,29,29,27,11,5,61,0.0,1013,33,10,131,9,76019
2018-05-17,34,23,0.0,13.9,7,12,07:33 AM,09:56 PM,05:29 AM,07:22 PM,18,30,30,28,13,4,54,0.4,1012,34,10,91,9,76019
2018-05-18,34,24,0.0,14.0,8,19,08:32 AM,10:57 PM,05:28 AM,07:23 PM,19,30,30,28,21,10,59,0.2,1008,34,10,149,14,76019
2018-05-19,30,21,0.0,13.3,6,27,09:35 AM,11:52 PM,05:27 AM,07:23 PM,19,28,28,26,28,32,67,0.0,1010,30,10,172,21,76019
2018-05-20,29,23,0.0,14.0,6,34,10:40 AM,No moonset,05:27 AM,07:24 PM,20,27,27,25,14,33,72,11.8,1015,29,9,170,10,76019
2018-05-21,31,21,0.0,13.3,6,41,11:46 AM,12:41 AM,05:26 AM,07:25 PM,19,28,28,26,7,31,70,0.3,1015,31,10,158,5,76019
2018-05-22,31,22,0.0,14.0,6,48,12:49 PM,01:24 AM,05:26 AM,07:26 PM,20,28,28,26,12,23,72,3.8,1015,31,10,177,9,76019
2018-05-23,31,22,0.0,14.0,6,56,01:52 PM,02:03 AM,05:25 AM,07:26 PM,20,29,29,27,14,22,70,18.2,1016,31,9,169,9,76019
2018-05-24,33,22,0.0,14.0,7,63,02:52 PM,02:39 AM,05:25 AM,07:27 PM,20,29,29,27,13,14,68,0.0,1017,33,10,171,9,76019
2018-05-25,33,24,0.0,14.0,6,70,03:52 PM,03:13 AM,05:24 AM,07:28 PM,21,31,31,28,17,8,68,13.4,1013,33,9,164,11,76019
2018-05-26,37,24,0.0,14.0,8,78,04:50 PM,03:47 AM,05:24 AM,07:28 PM,20,32,32,30,13,13,61,0.2,1009,37,10,142,8,76019
2018-05-27,35,25,0.0,14.1,7,85,05:48 PM,04:22 AM,05:23 AM,07:29 PM,21,33,33,30,15,22,62,1.4,1009,35,10,129,10,76019
2018-05-28,34,25,0.0,14.1,8,92,06:45 PM,04:58 AM,05:23 AM,07:29 PM,21,32,32,29,15,15,63,0.0,1010,34,10,117,11,76019
2018-05-29,35,27,0.0,14.1,8,99,07:41 PM,05:38 AM,05:23 AM,07:30 PM,21,33,33,31,13,11,58,0.0,1007,35,10,139,10,76019
2018-05-30,34,25,0.0,14.1,8,100,08:34 PM,06:19 AM,05:22 AM,07:31 PM,21,33,33,29,26,2,62,0.6,1007,34,10,170,18,76019
2018-05-31,35,24,0.0,13.4,7,89,09:26 PM,07:04 AM,05:22 AM,07:31 PM,22,33,33,29,33,15,64,0.0,1008,35,10,183,25,76019
2018-06-01,36,24,0.0,13.4,7,74,10:13 PM,07:52 AM,05:22 AM,07:32 PM,22,33,33,30,25,17,66,0.0,1010,36,10,176,19,76019
2018-06-02,38,25,0.0,14.1,8,67,10:56 PM,08:42 AM,05:21 AM,07:32 PM,22,35,35,31,21,14,60,0.2,1010,38,10,185,15,76019
2018-06-03,34,24,0.0,13.4,6,59,11:37 PM,09:35 AM,05:21 AM,07:33 PM,20,31,31,29,19,27,60,3.5,1017,34,10,46,14,76019
2018-06-04,31,24,0.0,14.1,6,52,No moonrise,10:28 AM,05:21 AM,07:33 PM,18,29,29,27,14,23,59,8.2,1016,31,9,129,10,76019
2018-06-05,36,22,0.0,13.4,7,44,12:13 AM,11:23 AM,05:21 AM,07:34 PM,22,31,31,28,20,37,72,23.6,1011,36,8,138,13,76019
2018-06-06,35,24,0.0,14.1,7,36,12:48 AM,12:18 PM,05:21 AM,07:34 PM,22,33,33,29,23,13,69,11.9,1010,35,9,141,17,76019
2018-06-07,34,25,0.0,14.2,8,29,01:22 AM,01:15 PM,05:20 AM,07:35 PM,22,32,32,29,27,8,65,0.9,1013,34,10,151,19,76019
2018-06-08,35,24,0.0,14.2,7,21,01:55 AM,02:13 PM,05:20 AM,07:35 PM,20,31,31,29,23,17,61,10.4,1016,35,9,179,15,76019
2018-06-09,35,24,0.0,14.2,8,14,02:28 AM,03:13 PM,05:20 AM,07:36 PM,19,31,31,29,23,7,56,1.2,1015,35,10,176,16,76019
2018-06-10,34,24,0.0,14.2,7,6,03:04 AM,04:16 PM,05:20 AM,07:36 PM,20,32,32,29,25,24,61,0.1,1011,34,10,188,18,76019
2018-06-11,35,25,0.0,13.4,7,0,03:44 AM,05:22 PM,05:20 AM,07:37 PM,21,33,33,30,29,31,62,1.2,1009,35,10,181,22,76019
2018-06-12,34,25,0.0,12.2,7,0,04:28 AM,06:29 PM,05:20 AM,07:37 PM,21,32,32,30,24,35,63,1.7,1012,34,10,178,17,76019
2018-06-13,37,25,0.0,14.2,8,0,05:18 AM,07:38 PM,05:20 AM,07:38 PM,20,33,33,31,22,12,54,0.5,1015,37,10,191,16,76019
2018-06-14,36,25,0.0,14.2,8,1,06:15 AM,08:42 PM,05:20 AM,07:38 PM,19,32,32,30,23,10,54,1.7,1014,36,10,184,16,76019
2018-06-15,35,25,0.0,14.2,8,9,07:19 AM,09:43 PM,05:20 AM,07:38 PM,20,32,32,29,26,18,60,1.7,1012,35,10,174,19,76019
